"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Havering","E09000016","Upper tier local authority","2020-04-03",32,268
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-03",5,63
"Hertfordshire","E10000015","Upper tier local authority","2020-04-03",70,959
"Hillingdon","E09000017","Upper tier local authority","2020-04-03",43,349
"Hounslow","E09000018","Upper tier local authority","2020-04-03",24,338
"Isle of Wight","E06000046","Upper tier local authority","2020-04-03",1,28
"Islington","E09000019","Upper tier local authority","2020-04-03",13,261
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-03",14,272
"Kent","E10000016","Upper tier local authority","2020-04-03",89,908
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-03",9,43
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-03",20,195
"Kirklees","E08000034","Upper tier local authority","2020-04-03",21,193
"Knowsley","E08000011","Upper tier local authority","2020-04-03",21,158
"Lambeth","E09000022","Upper tier local authority","2020-04-03",37,670
"Lancashire","E10000017","Upper tier local authority","2020-04-03",112,865
"Leeds","E08000035","Upper tier local authority","2020-04-03",37,341
"Leicester","E06000016","Upper tier local authority","2020-04-03",26,217
"Leicestershire","E10000018","Upper tier local authority","2020-04-03",26,341
"Lewisham","E09000023","Upper tier local authority","2020-04-03",44,491
"Lincolnshire","E10000019","Upper tier local authority","2020-04-03",38,284
"Liverpool","E08000012","Upper tier local authority","2020-04-03",56,504
"Luton","E06000032","Upper tier local authority","2020-04-03",15,204
"Manchester","E08000003","Upper tier local authority","2020-04-03",30,320
"Medway","E06000035","Upper tier local authority","2020-04-03",14,203
"Merton","E09000024","Upper tier local authority","2020-04-03",22,356
"Middlesbrough","E06000002","Upper tier local authority","2020-04-03",26,149
"Milton Keynes","E06000042","Upper tier local authority","2020-04-03",12,187
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-03",32,344
"Newham","E09000025","Upper tier local authority","2020-04-03",57,497
"Norfolk","E10000020","Upper tier local authority","2020-04-03",43,322
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-03",10,49
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-03",14,60
"North Somerset","E06000024","Upper tier local authority","2020-04-03",8,77
"North Tyneside","E08000022","Upper tier local authority","2020-04-03",13,156
"North Yorkshire","E10000023","Upper tier local authority","2020-04-03",33,271
"Northamptonshire","E10000021","Upper tier local authority","2020-04-03",55,473
"Northumberland","E06000057","Upper tier local authority","2020-04-03",22,181
"Nottingham","E06000018","Upper tier local authority","2020-04-03",16,185
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-03",40,449
"Oldham","E08000004","Upper tier local authority","2020-04-03",20,216
"Oxfordshire","E10000025","Upper tier local authority","2020-04-03",67,496
"Peterborough","E06000031","Upper tier local authority","2020-04-03",10,70
"Plymouth","E06000026","Upper tier local authority","2020-04-03",14,92
"Portsmouth","E06000044","Upper tier local authority","2020-04-03",10,106
"Reading","E06000038","Upper tier local authority","2020-04-03",8,112
"Redbridge","E09000026","Upper tier local authority","2020-04-03",19,310
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-03",17,98
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-03",14,211
"Rochdale","E08000005","Upper tier local authority","2020-04-03",16,168
"Rotherham","E08000018","Upper tier local authority","2020-04-03",18,238
"Rutland","E06000017","Upper tier local authority","2020-04-03",1,7
"Salford","E08000006","Upper tier local authority","2020-04-03",12,242
"Sandwell","E08000028","Upper tier local authority","2020-04-03",30,375
"Sefton","E08000014","Upper tier local authority","2020-04-03",44,257
"Sheffield","E08000019","Upper tier local authority","2020-04-03",43,921
"Shropshire","E06000051","Upper tier local authority","2020-04-03",19,163
"Slough","E06000039","Upper tier local authority","2020-04-03",10,153
"Solihull","E08000029","Upper tier local authority","2020-04-03",20,228
"Somerset","E10000027","Upper tier local authority","2020-04-03",15,115
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-03",10,127
"South Tyneside","E08000023","Upper tier local authority","2020-04-03",17,98
"Southampton","E06000045","Upper tier local authority","2020-04-03",9,165
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-03",18,135
"Southwark","E09000028","Upper tier local authority","2020-04-03",43,677
"St. Helens","E08000013","Upper tier local authority","2020-04-03",31,222
"Staffordshire","E10000028","Upper tier local authority","2020-04-03",47,577
"Stockport","E08000007","Upper tier local authority","2020-04-03",31,252
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-03",16,113
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-03",11,108
"Suffolk","E10000029","Upper tier local authority","2020-04-03",31,269
"Sunderland","E08000024","Upper tier local authority","2020-04-03",48,291
"Surrey","E10000030","Upper tier local authority","2020-04-03",62,955
"Sutton","E09000029","Upper tier local authority","2020-04-03",19,296
"Swindon","E06000030","Upper tier local authority","2020-04-03",7,73
"Tameside","E08000008","Upper tier local authority","2020-04-03",13,162
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-03",7,87
"Thurrock","E06000034","Upper tier local authority","2020-04-03",5,124
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-03",34,343
"Trafford","E08000009","Upper tier local authority","2020-04-03",26,225
"Wakefield","E08000036","Upper tier local authority","2020-04-03",28,181
"Walsall","E08000030","Upper tier local authority","2020-04-03",27,383
"Waltham Forest","E09000031","Upper tier local authority","2020-04-03",28,373
"Wandsworth","E09000032","Upper tier local authority","2020-04-03",26,552
"Warrington","E06000007","Upper tier local authority","2020-04-03",16,145
"Warwickshire","E10000031","Upper tier local authority","2020-04-03",36,407
"West Berkshire","E06000037","Upper tier local authority","2020-04-03",9,100
"West Sussex","E10000032","Upper tier local authority","2020-04-03",34,289
"Westminster","E09000033","Upper tier local authority","2020-04-03",24,384
"Wigan","E08000010","Upper tier local authority","2020-04-03",24,183
"Wiltshire","E06000054","Upper tier local authority","2020-04-03",15,152
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-03",4,106
"Wirral","E08000015","Upper tier local authority","2020-04-03",41,235
"Wokingham","E06000041","Upper tier local authority","2020-04-03",8,109
"Wolverhampton","E08000031","Upper tier local authority","2020-04-03",10,306
"Worcestershire","E10000034","Upper tier local authority","2020-04-03",36,420
"York","E06000014","Upper tier local authority","2020-04-03",8,71
"England","E92000001","Country","2020-04-02",3875,40592
"West Midlands","E12000005","Region","2020-04-02",446,4673
"East of England","E12000006","Region","2020-04-02",352,3283
"North West","E12000002","Region","2020-04-02",657,5190
"East Midlands","E12000004","Region","2020-04-02",213,2509
"South West","E12000009","Region","2020-04-02",178,1732
"London","E12000007","Region","2020-04-02",977,11966
"Yorkshire and The Humber","E12000003","Region","2020-04-02",241,2881
"North East","E12000001","Region","2020-04-02",220,1697
"South East","E12000008","Region","2020-04-02",457,5168
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-02",22,208
"Barnet","E09000003","Upper tier local authority","2020-04-02",63,643
"Barnsley","E08000016","Upper tier local authority","2020-04-02",14,219
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-02",4,61
"Bedford","E06000055","Upper tier local authority","2020-04-02",12,113
"Bexley","E09000004","Upper tier local authority","2020-04-02",16,245
"Birmingham","E08000025","Upper tier local authority","2020-04-02",102,1270
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-02",12,66
"Blackpool","E06000009","Upper tier local authority","2020-04-02",18,66
"Bolton","E08000001","Upper tier local authority","2020-04-02",17,144
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-02",10,102
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-02",3,59
"Bradford","E08000032","Upper tier local authority","2020-04-02",20,194
"Brent","E09000005","Upper tier local authority","2020-04-02",57,698
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-02",12,123
"Bristol, City of","E06000023","Upper tier local authority","2020-04-02",14,181
"Bromley","E09000006","Upper tier local authority","2020-04-02",34,490
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-02",32,297
"Bury","E08000002","Upper tier local authority","2020-04-02",8,124
"Calderdale","E08000033","Upper tier local authority","2020-04-02",11,74
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-02",21,223
"Camden","E09000007","Upper tier local authority","2020-04-02",23,287
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-02",17,153
"Cheshire East","E06000049","Upper tier local authority","2020-04-02",28,188
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-02",25,179
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-02",17,164
"County Durham","E06000047","Upper tier local authority","2020-04-02",37,238
"Coventry","E08000026","Upper tier local authority","2020-04-02",20,248
"Croydon","E09000008","Upper tier local authority","2020-04-02",80,649
"Cumbria","E10000006","Upper tier local authority","2020-04-02",65,683
"Darlington","E06000005","Upper tier local authority","2020-04-02",5,37
"Derby","E06000015","Upper tier local authority","2020-04-02",19,260
"Derbyshire","E10000007","Upper tier local authority","2020-04-02",26,495
"Devon","E10000008","Upper tier local authority","2020-04-02",23,197
"Doncaster","E08000017","Upper tier local authority","2020-04-02",11,154
"Dorset","E06000059","Upper tier local authority","2020-04-02",10,106
"Dudley","E08000027","Upper tier local authority","2020-04-02",30,286
"Ealing","E09000009","Upper tier local authority","2020-04-02",37,472
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-02",7,93
"East Sussex","E10000011","Upper tier local authority","2020-04-02",17,180
"Enfield","E09000010","Upper tier local authority","2020-04-02",21,336
"Essex","E10000012","Upper tier local authority","2020-04-02",100,903
"Gateshead","E08000037","Upper tier local authority","2020-04-02",24,158
"Gloucestershire","E10000013","Upper tier local authority","2020-04-02",31,300
"Greenwich","E09000011","Upper tier local authority","2020-04-02",21,300
"Hackney","E09000012","Upper tier local authority","2020-04-02",37,322
"Halton","E06000006","Upper tier local authority","2020-04-02",14,79
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-02",22,258
"Hampshire","E10000014","Upper tier local authority","2020-04-02",87,929
"Haringey","E09000014","Upper tier local authority","2020-04-02",17,276
"Harrow","E09000015","Upper tier local authority","2020-04-02",25,441
"Hartlepool","E06000001","Upper tier local authority","2020-04-02",2,25
"Havering","E09000016","Upper tier local authority","2020-04-02",30,236
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-02",4,58
"Hertfordshire","E10000015","Upper tier local authority","2020-04-02",100,889
"Hillingdon","E09000017","Upper tier local authority","2020-04-02",17,306
"Hounslow","E09000018","Upper tier local authority","2020-04-02",33,314
"Isle of Wight","E06000046","Upper tier local authority","2020-04-02",1,27
"Islington","E09000019","Upper tier local authority","2020-04-02",21,248
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-02",16,258
"Kent","E10000016","Upper tier local authority","2020-04-02",79,819
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-02",8,34
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-02",16,175
"Kirklees","E08000034","Upper tier local authority","2020-04-02",23,172
"Knowsley","E08000011","Upper tier local authority","2020-04-02",21,137
"Lambeth","E09000022","Upper tier local authority","2020-04-02",39,633
"Lancashire","E10000017","Upper tier local authority","2020-04-02",94,753
"Leeds","E08000035","Upper tier local authority","2020-04-02",31,304
"Leicester","E06000016","Upper tier local authority","2020-04-02",24,191
"Leicestershire","E10000018","Upper tier local authority","2020-04-02",19,315
"Lewisham","E09000023","Upper tier local authority","2020-04-02",53,447
"Lincolnshire","E10000019","Upper tier local authority","2020-04-02",14,246
"Liverpool","E08000012","Upper tier local authority","2020-04-02",55,448
"Luton","E06000032","Upper tier local authority","2020-04-02",21,189
"Manchester","E08000003","Upper tier local authority","2020-04-02",34,290
"Medway","E06000035","Upper tier local authority","2020-04-02",23,189
"Merton","E09000024","Upper tier local authority","2020-04-02",33,334
"Middlesbrough","E06000002","Upper tier local authority","2020-04-02",13,123
"Milton Keynes","E06000042","Upper tier local authority","2020-04-02",12,175
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-02",31,312
"Newham","E09000025","Upper tier local authority","2020-04-02",34,440
"Norfolk","E10000020","Upper tier local authority","2020-04-02",27,279
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-02",1,39
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-02",4,46
"North Somerset","E06000024","Upper tier local authority","2020-04-02",6,69
"North Tyneside","E08000022","Upper tier local authority","2020-04-02",14,143
"North Yorkshire","E10000023","Upper tier local authority","2020-04-02",19,238
"Northamptonshire","E10000021","Upper tier local authority","2020-04-02",51,418
"Northumberland","E06000057","Upper tier local authority","2020-04-02",24,159
"Nottingham","E06000018","Upper tier local authority","2020-04-02",20,169
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-02",40,409
"Oldham","E08000004","Upper tier local authority","2020-04-02",23,196
"Oxfordshire","E10000025","Upper tier local authority","2020-04-02",68,429
"Peterborough","E06000031","Upper tier local authority","2020-04-02",4,60
"Plymouth","E06000026","Upper tier local authority","2020-04-02",12,78
"Portsmouth","E06000044","Upper tier local authority","2020-04-02",5,96
"Reading","E06000038","Upper tier local authority","2020-04-02",8,104
"Redbridge","E09000026","Upper tier local authority","2020-04-02",26,291
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-02",7,81
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-02",8,197
"Rochdale","E08000005","Upper tier local authority","2020-04-02",9,152
"Rotherham","E08000018","Upper tier local authority","2020-04-02",14,220
"Salford","E08000006","Upper tier local authority","2020-04-02",21,230
"Sandwell","E08000028","Upper tier local authority","2020-04-02",37,345
"Sefton","E08000014","Upper tier local authority","2020-04-02",29,213
"Sheffield","E08000019","Upper tier local authority","2020-04-02",50,878
"Shropshire","E06000051","Upper tier local authority","2020-04-02",8,144
"Slough","E06000039","Upper tier local authority","2020-04-02",3,143
"Solihull","E08000029","Upper tier local authority","2020-04-02",25,208
"Somerset","E10000027","Upper tier local authority","2020-04-02",18,100
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-02",9,117
"South Tyneside","E08000023","Upper tier local authority","2020-04-02",13,81
"Southampton","E06000045","Upper tier local authority","2020-04-02",17,156
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-02",14,117
"Southwark","E09000028","Upper tier local authority","2020-04-02",39,634
"St. Helens","E08000013","Upper tier local authority","2020-04-02",25,191
"Staffordshire","E10000028","Upper tier local authority","2020-04-02",58,530
"Stockport","E08000007","Upper tier local authority","2020-04-02",28,221
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-02",13,97
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-02",9,97
"Suffolk","E10000029","Upper tier local authority","2020-04-02",19,238
"Sunderland","E08000024","Upper tier local authority","2020-04-02",37,243
"Surrey","E10000030","Upper tier local authority","2020-04-02",66,893
"Sutton","E09000029","Upper tier local authority","2020-04-02",29,277
"Swindon","E06000030","Upper tier local authority","2020-04-02",12,66
"Tameside","E08000008","Upper tier local authority","2020-04-02",18,149
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-02",7,80
"Thurrock","E06000034","Upper tier local authority","2020-04-02",17,119
"Torbay","E06000027","Upper tier local authority","2020-04-02",2,54
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-02",26,309
"Trafford","E08000009","Upper tier local authority","2020-04-02",27,199
"Wakefield","E08000036","Upper tier local authority","2020-04-02",17,153
"Walsall","E08000030","Upper tier local authority","2020-04-02",48,356
"Waltham Forest","E09000031","Upper tier local authority","2020-04-02",27,345
"Wandsworth","E09000032","Upper tier local authority","2020-04-02",37,526
"Warrington","E06000007","Upper tier local authority","2020-04-02",25,129
"Warwickshire","E10000031","Upper tier local authority","2020-04-02",50,371
"West Berkshire","E06000037","Upper tier local authority","2020-04-02",5,91
"West Sussex","E10000032","Upper tier local authority","2020-04-02",13,255
"Westminster","E09000033","Upper tier local authority","2020-04-02",18,360
"Wigan","E08000010","Upper tier local authority","2020-04-02",24,159
"Wiltshire","E06000054","Upper tier local authority","2020-04-02",10,137
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-02",4,102
"Wirral","E08000015","Upper tier local authority","2020-04-02",37,194
"Wokingham","E06000041","Upper tier local authority","2020-04-02",2,101
"Wolverhampton","E08000031","Upper tier local authority","2020-04-02",17,296
"Worcestershire","E10000034","Upper tier local authority","2020-04-02",31,384
"York","E06000014","Upper tier local authority","2020-04-02",11,63
"England","E92000001","Country","2020-04-01",4067,36717
"West Midlands","E12000005","Region","2020-04-01",410,4227
"East of England","E12000006","Region","2020-04-01",330,2931
"North West","E12000002","Region","2020-04-01",617,4533
"East Midlands","E12000004","Region","2020-04-01",294,2296
"South West","E12000009","Region","2020-04-01",180,1554
"London","E12000007","Region","2020-04-01",948,10989
"Yorkshire and The Humber","E12000003","Region","2020-04-01",298,2640
"North East","E12000001","Region","2020-04-01",306,1477
"South East","E12000008","Region","2020-04-01",532,4711
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-01",21,186
"Barnet","E09000003","Upper tier local authority","2020-04-01",37,580
"Barnsley","E08000016","Upper tier local authority","2020-04-01",26,205
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-01",5,57
"Bedford","E06000055","Upper tier local authority","2020-04-01",11,101
"Bexley","E09000004","Upper tier local authority","2020-04-01",29,229
"Birmingham","E08000025","Upper tier local authority","2020-04-01",108,1168
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-01",8,54
"Blackpool","E06000009","Upper tier local authority","2020-04-01",5,48
"Bolton","E08000001","Upper tier local authority","2020-04-01",25,127
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-01",15,92
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-01",10,56
"Bradford","E08000032","Upper tier local authority","2020-04-01",21,174
"Brent","E09000005","Upper tier local authority","2020-04-01",55,641
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-01",18,111
"Bristol, City of","E06000023","Upper tier local authority","2020-04-01",17,167
"Bromley","E09000006","Upper tier local authority","2020-04-01",47,456
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-01",18,265
"Bury","E08000002","Upper tier local authority","2020-04-01",16,116
"Calderdale","E08000033","Upper tier local authority","2020-04-01",6,63
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-01",13,202
"Camden","E09000007","Upper tier local authority","2020-04-01",19,264
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-01",14,136
"Cheshire East","E06000049","Upper tier local authority","2020-04-01",32,160
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-01",29,154
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-01",21,147
"County Durham","E06000047","Upper tier local authority","2020-04-01",52,201
"Coventry","E08000026","Upper tier local authority","2020-04-01",28,228
"Croydon","E09000008","Upper tier local authority","2020-04-01",55,569
"Cumbria","E10000006","Upper tier local authority","2020-04-01",73,618
"Darlington","E06000005","Upper tier local authority","2020-04-01",4,32
"Derby","E06000015","Upper tier local authority","2020-04-01",30,241
"Derbyshire","E10000007","Upper tier local authority","2020-04-01",51,469
"Devon","E10000008","Upper tier local authority","2020-04-01",25,174
"Doncaster","E08000017","Upper tier local authority","2020-04-01",17,143
"Dorset","E06000059","Upper tier local authority","2020-04-01",14,96
"Dudley","E08000027","Upper tier local authority","2020-04-01",18,256
"Ealing","E09000009","Upper tier local authority","2020-04-01",24,435
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-01",8,86
"East Sussex","E10000011","Upper tier local authority","2020-04-01",21,163
"Enfield","E09000010","Upper tier local authority","2020-04-01",27,315
"Essex","E10000012","Upper tier local authority","2020-04-01",109,803
"Gateshead","E08000037","Upper tier local authority","2020-04-01",33,134
"Gloucestershire","E10000013","Upper tier local authority","2020-04-01",34,269
"Greenwich","E09000011","Upper tier local authority","2020-04-01",28,279
"Hackney","E09000012","Upper tier local authority","2020-04-01",32,285
"Halton","E06000006","Upper tier local authority","2020-04-01",8,65
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-01",26,236
"Hampshire","E10000014","Upper tier local authority","2020-04-01",71,842
"Haringey","E09000014","Upper tier local authority","2020-04-01",22,259
"Harrow","E09000015","Upper tier local authority","2020-04-01",23,416
"Hartlepool","E06000001","Upper tier local authority","2020-04-01",3,23
"Havering","E09000016","Upper tier local authority","2020-04-01",29,206
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-01",6,54
"Hertfordshire","E10000015","Upper tier local authority","2020-04-01",83,789
"Hillingdon","E09000017","Upper tier local authority","2020-04-01",22,289
"Hounslow","E09000018","Upper tier local authority","2020-04-01",31,281
"Isle of Wight","E06000046","Upper tier local authority","2020-04-01",7,26
"Islington","E09000019","Upper tier local authority","2020-04-01",17,227
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-01",16,242
"Kent","E10000016","Upper tier local authority","2020-04-01",110,740
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-01",5,26
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-01",8,159
"Kirklees","E08000034","Upper tier local authority","2020-04-01",24,149
"Knowsley","E08000011","Upper tier local authority","2020-04-01",18,116
"Lambeth","E09000022","Upper tier local authority","2020-04-01",48,594
"Lancashire","E10000017","Upper tier local authority","2020-04-01",91,659
"Leeds","E08000035","Upper tier local authority","2020-04-01",32,273
"Leicester","E06000016","Upper tier local authority","2020-04-01",33,167
"Leicestershire","E10000018","Upper tier local authority","2020-04-01",45,296
"Lewisham","E09000023","Upper tier local authority","2020-04-01",35,394
"Lincolnshire","E10000019","Upper tier local authority","2020-04-01",32,232
"Liverpool","E08000012","Upper tier local authority","2020-04-01",47,393
"Luton","E06000032","Upper tier local authority","2020-04-01",17,168
"Manchester","E08000003","Upper tier local authority","2020-04-01",28,256
"Medway","E06000035","Upper tier local authority","2020-04-01",33,166
"Merton","E09000024","Upper tier local authority","2020-04-01",27,301
"Middlesbrough","E06000002","Upper tier local authority","2020-04-01",23,110
"Milton Keynes","E06000042","Upper tier local authority","2020-04-01",14,163
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-01",41,281
"Newham","E09000025","Upper tier local authority","2020-04-01",39,406
"Norfolk","E10000020","Upper tier local authority","2020-04-01",22,252
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-01",5,38
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-01",8,42
"North Somerset","E06000024","Upper tier local authority","2020-04-01",8,63
"North Tyneside","E08000022","Upper tier local authority","2020-04-01",35,129
"North Yorkshire","E10000023","Upper tier local authority","2020-04-01",32,219
"Northamptonshire","E10000021","Upper tier local authority","2020-04-01",53,367
"Northumberland","E06000057","Upper tier local authority","2020-04-01",40,135
"Nottingham","E06000018","Upper tier local authority","2020-04-01",16,149
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-01",34,369
"Oldham","E08000004","Upper tier local authority","2020-04-01",22,173
"Oxfordshire","E10000025","Upper tier local authority","2020-04-01",39,361
"Peterborough","E06000031","Upper tier local authority","2020-04-01",6,56
"Plymouth","E06000026","Upper tier local authority","2020-04-01",8,66
"Portsmouth","E06000044","Upper tier local authority","2020-04-01",6,91
"Reading","E06000038","Upper tier local authority","2020-04-01",14,96
"Redbridge","E09000026","Upper tier local authority","2020-04-01",22,265
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-01",11,74
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-01",14,189
"Rochdale","E08000005","Upper tier local authority","2020-04-01",16,143
"Rotherham","E08000018","Upper tier local authority","2020-04-01",22,206
"Salford","E08000006","Upper tier local authority","2020-04-01",18,209
"Sandwell","E08000028","Upper tier local authority","2020-04-01",30,308
"Sefton","E08000014","Upper tier local authority","2020-04-01",28,184
"Sheffield","E08000019","Upper tier local authority","2020-04-01",63,828
"Shropshire","E06000051","Upper tier local authority","2020-04-01",13,136
"Slough","E06000039","Upper tier local authority","2020-04-01",11,140
"Solihull","E08000029","Upper tier local authority","2020-04-01",15,183
"Somerset","E10000027","Upper tier local authority","2020-04-01",6,82
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-01",6,108
"South Tyneside","E08000023","Upper tier local authority","2020-04-01",9,68
"Southampton","E06000045","Upper tier local authority","2020-04-01",14,139
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-01",16,103
"Southwark","E09000028","Upper tier local authority","2020-04-01",54,595
"St. Helens","E08000013","Upper tier local authority","2020-04-01",29,166
"Staffordshire","E10000028","Upper tier local authority","2020-04-01",54,472
"Stockport","E08000007","Upper tier local authority","2020-04-01",33,193
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-01",12,84
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-01",17,88
"Suffolk","E10000029","Upper tier local authority","2020-04-01",29,219
"Sunderland","E08000024","Upper tier local authority","2020-04-01",43,206
"Surrey","E10000030","Upper tier local authority","2020-04-01",91,827
"Sutton","E09000029","Upper tier local authority","2020-04-01",37,248
"Swindon","E06000030","Upper tier local authority","2020-04-01",8,54
"Tameside","E08000008","Upper tier local authority","2020-04-01",15,131
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-01",4,73
"Thurrock","E06000034","Upper tier local authority","2020-04-01",10,102
"Torbay","E06000027","Upper tier local authority","2020-04-01",3,52
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-01",24,283
"Trafford","E08000009","Upper tier local authority","2020-04-01",27,172
"Wakefield","E08000036","Upper tier local authority","2020-04-01",17,136
"Walsall","E08000030","Upper tier local authority","2020-04-01",36,308
"Waltham Forest","E09000031","Upper tier local authority","2020-04-01",25,318
"Wandsworth","E09000032","Upper tier local authority","2020-04-01",37,489
"Warrington","E06000007","Upper tier local authority","2020-04-01",17,104
"Warwickshire","E10000031","Upper tier local authority","2020-04-01",28,321
"West Berkshire","E06000037","Upper tier local authority","2020-04-01",14,86
"West Sussex","E10000032","Upper tier local authority","2020-04-01",19,242
"Westminster","E09000033","Upper tier local authority","2020-04-01",18,342
"Wigan","E08000010","Upper tier local authority","2020-04-01",13,135
"Wiltshire","E06000054","Upper tier local authority","2020-04-01",10,127
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-01",8,98
"Wirral","E08000015","Upper tier local authority","2020-04-01",19,157
"Wokingham","E06000041","Upper tier local authority","2020-04-01",14,99
"Wolverhampton","E08000031","Upper tier local authority","2020-04-01",19,279
"Worcestershire","E10000034","Upper tier local authority","2020-04-01",34,353
"York","E06000014","Upper tier local authority","2020-04-01",12,52
"England","E92000001","Country","2020-03-31",3751,32650
"West Midlands","E12000005","Region","2020-03-31",410,3817
"East of England","E12000006","Region","2020-03-31",321,2601
"North West","E12000002","Region","2020-03-31",556,3916
"East Midlands","E12000004","Region","2020-03-31",277,2002
"South West","E12000009","Region","2020-03-31",139,1374
"London","E12000007","Region","2020-03-31",902,10041
"Yorkshire and The Humber","E12000003","Region","2020-03-31",323,2342
"North East","E12000001","Region","2020-03-31",206,1171
"South East","E12000008","Region","2020-03-31",453,4179
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-31",18,165
"Barnet","E09000003","Upper tier local authority","2020-03-31",45,543
"Barnsley","E08000016","Upper tier local authority","2020-03-31",33,179
"Bedford","E06000055","Upper tier local authority","2020-03-31",13,90
"Bexley","E09000004","Upper tier local authority","2020-03-31",20,200
"Birmingham","E08000025","Upper tier local authority","2020-03-31",130,1060
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-31",8,46
"Blackpool","E06000009","Upper tier local authority","2020-03-31",12,43
"Bolton","E08000001","Upper tier local authority","2020-03-31",22,102
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-31",6,77
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-31",9,46
